"","ticker","name","sector","industry","PE_ratio","market_cap","short_name"
"331","ODFL","Old Dominion Freight Line, Inc.","Industrials","Trucking",36.061388,44227037375,"Old Do. Frei."
"332","OKE","ONEOK, Inc.","Energy","Oil & Gas Midstream",12.908088,40906712541,"ONEOK"
"333","OMC","Omnicom Group Inc.","Communication Services","Advertising Agencies",12.592431,17123285046,"Omnicom"
"334","ON","ON Semiconductor Corporation","Technology","Semiconductors",16.840726,35976169442,"ON Semicon."
"335","ORCL","Oracle Corporation","Technology","Software—Infrastructure",30.850829,306999608960,"Oracle"
"336","ORLY","O'Reilly Automotive, Inc.","Consumer Cyclical","Specialty Retail",25.294995,56208799224,"Reilly Aut."
"337","OTIS","Otis Worldwide Corporation","Industrials","Specialty Industrial Machinery",27.030211,36616386893,"Otis World."
"338","OXY","Occidental Petroleum Corporatio","Energy","Oil & Gas E&P",13.008715,52400364973,"Occi. Pe. Co."
"339","PANW","Palo Alto Networks, Inc.","Technology","Software—Infrastructure",190.174157,109237177000,"Palo Al. Net."
"340","PARA","Paramount Global","Communication Services","Entertainment",21.660194,9832523479,"Param. Glo."
"341","PAYC","Paycom Software, Inc.","Technology","Software—Application",35.39726,11927913510,"Paycom Sof."
"342","PAYX","Paychex, Inc.","Industrials","Staffing & Employment Services",27.657596,43887468117,"Paychex"
"343","PCAR","PACCAR Inc.","Industrials","Farm & Heavy Construction Machinery",12.471264,51078355971,"PACCAR"
"344","PCG","Pacific Gas & Electric Co.","Utilities","Utilities—Regulated Electric",20.965116,45859452503,"Paci. Gas El."
"345","PEG","Public Service Enterprise Group","Utilities","Utilities—Regulated Electric",10.900178,30471919567,"Publ. Se. En."
"346","PEP","Pepsico, Inc.","Consumer Defensive","Beverages—Non-Alcoholic",28.306667,233506895136,"Pepsico"
"347","PFE","Pfizer, Inc.","Healthcare","Drug Manufacturers—General",15.73224,162560238676,"Pfizer"
"348","PFG","Principal Financial Group Inc","Financial Services","Asset Management",12.330721,18755880929,"Pripal Fin."
"349","PG","Procter & Gamble Company (The)","Consumer Defensive","Household & Personal Products",23.788961,345378105359,"Proct. Gam."
"350","PGR","Progressive Corporation (The)","Financial Services","Insurance—Property & Casualty",34.626087,93226584000,"Progressive"
"351","PH","Parker-Hannifin Corporation","Industrials","Specialty Industrial Machinery",25.523546,59188812116,"Parker Han."
"352","PHM","PulteGroup, Inc.","Consumer Cyclical","Residential Construction",8.433007,22253713835,"Pulte"
"353","PKG","Packaging Corporation of Americ","Consumer Cyclical","Packaging & Containers",18.703789,14600694224,"Pack. of Ame."
"354","PLD","Prologis, Inc.","Real Estate","REIT—Industrial",42.452229,123165334300,"Prologis"
"355","PM","Philip Morris International Inc","Consumer Defensive","Tobacco",18.267961,146050355633,"Phil. Mo. In."
"356","PNC","PNC Financial Services Group, I","Financial Services","Banks—Regional",10.753472,61683120883,"PNC Fi. Serv."
"357","PNR","Pentair plc.","Industrials","Specialty Industrial Machinery",23.530744,12018887308,"Pentair"
"358","PNW","Pinnacle West Capital Corporati","Utilities","Utilities—Regulated Electric",17.145585,8146537176,"Pinn. We. Ca."
"359","PODD","Insulet Corporation","Healthcare","Medical Devices",126.151163,15151196770,"Insulet"
"360","POOL","Pool Corporation","Industrials","Industrial Distribution",28.725504,15421771471,"Pool"
"361","PPG","PPG Industries, Inc.","Basic Materials","Specialty Chemicals",25.050251,35263890000,"PPG Indust."
"362","PPL","PPL Corporation","Utilities","Utilities—Regulated Electric",26.057692,19976070941,"PPL"
"363","PRU","Prudential Financial, Inc.","Financial Services","Insurance—Life",29.29661,37439310000,"Prude. Fin."
"364","PSA","Public Storage","Real Estate","REIT—Industrial",27.956004,53630029410,"Public Sto."
"365","PSX","Phillips 66","Energy","Oil & Gas Refining & Marketing",8.044713,58575685255,"Phill. 66"
"366","PTC","PTC Inc.","Technology","Software—Application",84.932039,20896686147,"PTC"
"367","PWR","Quanta Services, Inc.","Industrials","Engineering & Construction",46.012793,31352479262,"Quanta Ser."
"368","PXD","Pioneer Natural Resources Compa","Energy","Oil & Gas E&P",10.71878,52466501833,"Pion. Na. Re."
"369","PYPL","PayPal Holdings, Inc.","Financial Services","Credit Services",18.331343,66208591155,"PayPal Hol."
"370","QCOM","QUALCOMM Incorporated","Technology","Semiconductors",22.182515,161696340000,"QUALC. orp."
"371","QRVO","Qorvo, Inc.","Technology","Semiconductors",102.03,10962105470,"Qorvo"
"372","RCL","Royal Caribbean Cruises Ltd.","Consumer Cyclical","Travel Services",39.478659,33179883616,"Royal Ca. Cr."
"373","REG","Regency Centers Corporation","Real Estate","REIT—Retail",31.603774,12366925727,"Regen. Cen."
"374","REGN","Regeneron Pharmaceuticals, Inc.","Healthcare","Biotechnology",25.051055,95687046577,"Regen. Pha."
"375","RF","Regions Financial Corporation","Financial Services","Banks—Regional",8.041494,18024658498,"Regio. Fin."
"376","RHI","Robert Half Inc.","Industrials","Staffing & Employment Services",19.891403,9310284443,"Robert Half"
"377","RJF","Raymond James Financial, Inc.","Financial Services","Capital Markets",13.989962,23404514094,"Raym. Ja. Fi."
"378","RL","Ralph Lauren Corporation","Consumer Cyclical","Apparel Manufacturing",18.416347,9320090280,"Ralph Laur."
"379","RMD","ResMed Inc.","Healthcare","Medical Instruments & Supplies",27.970732,25302750358,"ResMed"
"380","ROK","Rockwell Automation, Inc.","Industrials","Specialty Industrial Machinery",25.98159,35575338945,"Rockw. Aut."
"381","ROL","Rollins, Inc.","Consumer Cyclical","Personal Services",52.614458,21137933258,"Rollins"
"382","ROP","Roper Technologies, Inc.","Technology","Software—Application",47.200866,58236213524,"Roper Tech."
"383","ROST","Ross Stores, Inc.","Consumer Cyclical","Apparel Retail",24.622081,39076323440,"Ross Stores"
"384","RSG","Republic Services, Inc.","Industrials","Waste Management",31.959302,51886705709,"Repub. Ser."
"385","RTX","RTX Corporation","Industrials","Aerospace & Defense",38.774194,120985014035,"RTX"
"386","RVTY","Revvity, Inc.","Healthcare","Diagnostics & Research",64.3,13489650651,"Revvity"
"387","SBAC","SBA Communications Corporation","Real Estate","REIT—Specialty",55.756044,27369860894,"SBA Commun."
"388","SBUX","Starbucks Corporation","Consumer Cyclical","Restaurants",26.818436,109134567000,"Starbucks"
"389","SCHW","Charles Schwab Corporation (The","Financial Services","Capital Markets",22.933333,125393184355,"Char. Sc. The"
"390","SHW","Sherwin-Williams Company (The)","Basic Materials","Specialty Chemicals",33.394004,79835823471,"Sherw. Wil."
"391","SJM","The J.M. Smucker Company","Consumer Defensive","Packaged Foods",23.254518,13963217942,"The J M"
"392","SLB","Schlumberger N.V.","Energy","Oil & Gas Equipment & Services",18.069444,74336999959,"Schl. N V"
"393","SNA","Snap-On Incorporated","Industrials","Tools & Accessories",15.689299,15244963357,"Snap On orpo."
"394","SNPS","Synopsys, Inc.","Technology","Software—Infrastructure",67.342172,81355075600,"Synopsys"
"395","SO","Southern Company (The)","Utilities","Utilities—Regulated Electric",25.591241,76474228751,"Southern"
"396","SPG","Simon Property Group, Inc.","Real Estate","REIT—Retail",21.163205,46535930990,"Simon Prop."
"397","SPGI","S&P Global Inc.","Financial Services","Financial Data & Stock Exchanges",57.284785,139556736000,"P Global"
"398","SRE","DBA Sempra","Utilities","Utilities—Diversified",17.298611,47029685774,"DBA Sempra"
"399","STE","STERIS plc (Ireland)","Healthcare","Medical Devices",39.827899,21721215395,"STERIS"
"400","STLD","Steel Dynamics, Inc.","Basic Materials","Steel",7.527087,19110525107,"Steel Dyna."
"401","STT","State Street Corporation","Financial Services","Asset Management",11.258721,23902878762,"State Stre."
"402","STX","Seagate Technology Holdings PLC","Technology","Computer Hardware",23.28169,17885429642,"Seag. Te. Ho."
"403","STZ","Constellation Brands, Inc.","Consumer Defensive","Beverages—Wineries & Distilleries",28.259694,43959872216,"Const. Bra."
"404","SWK","Stanley Black & Decker, Inc.","Industrials","Tools & Accessories",76.018868,15039849517,"Stan. Bl. De."
"405","SWKS","Skyworks Solutions, Inc.","Technology","Semiconductors",18.339315,18012594666,"Skywo. Sol."
"406","SYF","Synchrony Financial","Financial Services","Credit Services",7.033149,15803188508,"Synch. Fin."
"407","SYK","Stryker Corporation","Healthcare","Medical Devices",44.430267,113776281992,"Stryker"
"408","SYY","Sysco Corporation","Consumer Defensive","Food Distribution",20.6,36884722166,"Sysco"
"409","T","AT&T Inc.","Communication Services","Telecom Services",7.607438,119977337580,"T"
"410","TAP","Molson Coors Beverage Company","Consumer Defensive","Beverages—Brewers",52.316239,13212151073,"Mols. Co. Be."
"411","TDG","Transdigm Group Incorporated","Industrials","Aerospace & Defense",44.942964,46526577690,"Trans. orp."
"412","TDY","Teledyne Technologies Incorpora","Technology","Scientific & Technical Instruments",27.064281,21058058424,"Tele. Te. or."
"413","TECH","Bio-Techne Corp","Healthcare","Biotechnology",50.763158,12202883243,"Bio Te. Corp"
"414","TEL","TE Connectivity Ltd. New Switze","Technology","Electronic Components",23.377704,43473438907,"TE Co. New"
"415","TER","Teradyne, Inc.","Technology","Semiconductor Equipment & Materials",50.474419,16590399562,"Teradyne"
"416","TFC","Truist Financial Corporation","Financial Services","Banks—Regional",9.276382,49239025402,"Truist Fin."
"417","TFX","Teleflex Incorporated","Healthcare","Medical Instruments & Supplies",29.162573,11717150841,"Telef. orp."
"418","TGT","Target Corporation","Consumer Defensive","Discount Stores",17.717197,64207923144,"Target"
"419","TJX","TJX Companies, Inc. (The)","Consumer Cyclical","Apparel Retail",25.826979,100464332940,"TJX Compan."
"420","TMO","Thermo Fisher Scientific Inc","Healthcare","Diagnostics & Research",34.783093,205082564263,"Ther. Fi. Sc."
"421","TMUS","T-Mobile US, Inc.","Communication Services","Telecom Services",24.895963,193233983503,"T Mo. US"
"422","TPR","Tapestry, Inc.","Consumer Cyclical","Luxury Goods",9.366412,8436352230,"Tapestry"
"423","TRGP","Targa Resources, Inc.","Energy","Oil & Gas Midstream",22.800525,19369890372,"Targa Reso."
"424","TRMB","Trimble Inc.","Technology","Scientific & Technical Instruments",39.407407,13234434458,"Trimble"
"425","TROW","T. Rowe Price Group, Inc.","Financial Services","Asset Management",15.340456,24065519191,"T Ro. Price"
"426","TRV","The Travelers Companies, Inc.","Financial Services","Insurance—Property & Casualty",20.571274,43507810468,"The Tr. Comp."
"427","TSCO","Tractor Supply Company","Consumer Cyclical","Specialty Retail",20.978537,23247797286,"Tract. Sup."
"428","TSLA","Tesla, Inc.","Consumer Cyclical","Auto Manufacturers",80.154839,789898387235,"Tesla"
"429","TSN","Tyson Foods, Inc.","Consumer Defensive","Farm Products",53.712766,19094140808,"Tyson Foods"
"430","TT","Trane Technologies plc","Industrials","Building Products & Equipment",28.459743,55501148885,"Trane Tech."
"431","TXN","Texas Instruments Incorporated","Technology","Semiconductors",22.080311,154812469692,"Texas In. or."
"432","TXT","Textron Inc.","Industrials","Aerospace & Defense",17.36933,15762758851,"Textron"
"433","TYL","Tyler Technologies, Inc.","Technology","Software—Application",113.005405,17612964650,"Tyler Tech."
"434","UAL","United Airlines Holdings, Inc.","Industrials","Airlines",4.775463,13533885696,"Unit. Ai. Ho."
"435","UBER","Uber Technologies, Inc.","Technology","Software—Application",118.403846,126702331221,"Uber Techn."
"436","UDR","UDR, Inc.","Real Estate","REIT—Residential",27.746377,12594658250,"UDR"
"437","UHS","Universal Health Services, Inc.","Healthcare","Medical Care Facilities",16.012605,10403361397,"Univ. He. Se."
"438","ULTA","Ulta Beauty, Inc.","Consumer Cyclical","Specialty Retail",15.307507,18554163290,"Ulta Beauty"
"439","UNH","UnitedHealth Group Incorporated","Healthcare","Healthcare Plans",22.85026,486945419005,"Unite. orp."
"440","UNP","Union Pacific Corporation","Industrials","Railroads",23.571977,149729336721,"Union Paci."
"441","UPS","United Parcel Service, Inc.","Industrials","Integrated Freight & Logistics",15.913968,133948260358,"Unit. Pa. Se."
"442","URI","United Rentals, Inc.","Industrials","Rental & Leasing Services",16.674033,38867239059,"United Ren."
"443","USB","U.S. Bancorp","Financial Services","Banks—Regional",12.919403,67387496931,"U S Bancorp"
"444","V","Visa Inc.","Financial Services","Credit Services",31.443237,535068300713,"Visa"
"445","VFC","V.F. Corporation","Consumer Cyclical","Apparel Manufacturing",58.9,7311007995,"V F"
"446","VICI","VICI Properties Inc.","Real Estate","REIT—Diversified",13.228216,32980883507,"VICI Prope."
"447","VLO","Valero Energy Corporation","Energy","Oil & Gas Refining & Marketing",4.433834,44258882460,"Valero Ene."
"448","VMC","Vulcan Materials Company (Holdi","Basic Materials","Building Materials",36.3216,30163587582,"Vulc. Ma. Ho."
"449","VRSK","Verisk Analytics, Inc.","Industrials","Consulting Services",44.814259,34631489243,"Verisk Ana."
"450","VRSN","VeriSign, Inc.","Technology","Software—Infrastructure",29.380884,21028516000,"VeriSign"
"451","VRTX","Vertex Pharmaceuticals Incorpor","Healthcare","Biotechnology",30.547297,104848710737,"Vert. Ph. or."
"452","VTR","Ventas, Inc.","Real Estate","REIT—Healthcare Facilities",2492,20054656430,"Ventas"
"453","VTRS","Viatris Inc.","Healthcare","Drug Manufacturers—Specialty & Generic",7.172185,12992436930,"Viatris"
"454","VZ","Verizon Communications Inc.","Communication Services","Telecom Services",7.585513,158494632544,"Veriz. Com."
"455","WAB","Westinghouse Air Brake Technolo","Industrials","Railroads",30.214286,22735297404,"West. Air Br."
"456","WAT","Waters Corporation","Healthcare","Diagnostics & Research",29.984517,19466374637,"Waters"
"457","WDC","Western Digital Corporation","Technology","Computer Hardware",10.87931,17072620000,"Weste. Dig."
"458","WEC","WEC Energy Group, Inc.","Utilities","Utilities—Regulated Electric",19.483796,26550124474,"WEC Energy"
"459","WELL","Welltower Inc.","Real Estate","REIT—Healthcare Facilities",170.132075,49906310640,"Welltower"
"460","WFC","Wells Fargo & Company","Financial Services","Banks—Diversified",10.746725,178749306723,"Wells Fargo"
"461","WHR","Whirlpool Corporation","Consumer Cyclical","Furnishings, Fixtures & Appliances",22.103125,6679451149,"Whirlpool"
"462","WM","Waste Management, Inc.","Industrials","Waste Management",31.699115,72137078975,"Waste Mana."
"463","WMB","Williams Companies, Inc. (The)","Energy","Oil & Gas Midstream",15.276316,42370648745,"Willi. Com."
"464","WMT","Walmart Inc.","Consumer Defensive","Discount Stores",31.425,440063130000,"Walmart"
"465","WRB","W.R. Berkley Corporation","Financial Services","Insurance—Property & Casualty",14.258065,18236710244,"W R Berkley"
"466","WRK","Westrock Company","Consumer Cyclical","Packaging & Containers",9.797428,10650201115,"Westrock"
"467","WST","West Pharmaceutical Services, I","Healthcare","Medical Instruments & Supplies",47.455526,26053242600,"West Ph. Ser."
"468","WTW","Willis Towers Watson Public Lim","Financial Services","Insurance Brokers",25.52381,24732182966,"Will. To. Wa."
"469","WY","Weyerhaeuser Company","Real Estate","REIT—Specialty",39.965517,25382134770,"Weyerhaeus."
"470","WYNN","Wynn Resorts, Limited","Consumer Cyclical","Resorts & Casinos",325.392857,10290509422,"Wynn Re. Lim."
"471","XEL","Xcel Energy Inc.","Utilities","Utilities—Regulated Electric",19.591772,34162948309,"Xcel Energy"
"472","XOM","Exxon Mobil Corporation","Energy","Oil & Gas Integrated",9.928501,399597511910,"Exxon Mobil"
"473","XYL","Xylem Inc.","Industrials","Specialty Industrial Machinery",46.677551,27569654920,"Xylem"
"474","YUM","Yum! Brands, Inc.","Consumer Cyclical","Restaurants",24.840304,36625071894,"Brands"
"475","ZBH","Zimmer Biomet Holdings, Inc.","Healthcare","Medical Devices",53.849558,25432952528,"Zimm. Bi. Ho."
"476","ZBRA","Zebra Technologies Corporation","Technology","Communication Equipment",30.539665,14038120561,"Zebra Tech."
"477","ZION","Zions Bancorporation N.A.","Financial Services","Banks—Regional",8.124074,6499287812,"Zions Ban N"
"478","ZTS","Zoetis Inc.","Healthcare","Drug Manufacturers—Specialty & Generic",40.197556,90615269192,"Zoetis"
